wycięcie przegroda przedsionek	ICD10:Z98.8	2	6	Inne określone stany po zabiegach chirurgicznych
bandingi tętnica płucny	ICD10:Z98.8	2	6	Inne określone stany po zabiegach chirurgicznych
operacja met norwooda w modyfikacja sano	ICD10:Z98.5	1	6	
operacja meta hemi-fontana	ICD10:Z98.8	2	6	Inne określone stany po zabiegach chirurgicznych
zwężenie cieśń aorta	ICD10:Q25.1	9	9	Zwężenie cieśni aorty
implantacja stent formula 7x12 milimetr do cieśń aorta	ICD10:Z95.8	2	6	Obecność innych implantów i przeszczepów sercowo-naczyniowych
zwężenie tętnica płucny	ICD10:Q25.6	21	21	Zwężenie pnia płucnego
implantacja stent do prawy i lewy tętnica płucny	ICD10:Z95.8	2	4	Obecność innych implantów i przeszczepów sercowo-naczyniowych
lewy żyła główny górny	ICD10:Q26.1	2	2	Przetrwała płodowa lewa górna żyła główna
błądzić prawo tętnica podobojczykowy	ICD10:Q27.8	5	6	Inne określone wrodzone wady rozwojowe obwodowego układu naczyniowego
arteria subclavia lusoria	ICD10:Q27.8	4	5	Inne określone wrodzone wady rozwojowe obwodowego układu naczyniowego
obustronny niedrożność żyła udowy	ICD10:I82.8	2	6	
wcześniactwo ( 33 hbd )	ICD10:P07.3	4	5	Inne przypadki wcześniactwa
enecefalopatia	ICD10:G93.4	6	6	Encefalopatia, nieokreślona
dysmorfia	ICD10:Q89.8	2	3	Inne określone wrodzone wady rozwojowe
cecha zespół fasa	ICD10:Q86.0	2	2	Płodowy zespół alkoholowy (dysmorficzny)
opóźnienie rozwój psycho-ruchowego	ICD10:R62.0	4	6	Opóźnienie etapów rozwoju fizjologicznego
zaburzenie odżywianie	ICD10:F98.2	5	7	Zaburzenia odżywiania u niemowląt i dzieci
leczenie operacyjny w klinika kardiochirurgia	ICD10:Z98.8	1	1	Inne określone stany po zabiegach chirurgicznych
fasa	ICD10:Q86.0	3	3	Płodowy zespół alkoholowy (dysmorficzny)
choroba tarczyca	ICD10:E07.9	5	10	Choroby tarczycy, nieokreślone
ekstrasystolia komorowy	ICD10:I49.3	5	7	Przedwczesna depolaryzacja [pobudzenie] komór
nadciśnienie tętniczy	ICD10:I10	169	169	Nadciśnienie samoistne (pierwotne)
hipercholesterolemia	ICD10:E78.0	69	81	Czysta hipercholesterolemia
arytmia pod postać dodatkowy skurcz pochodzenie komorowy	ICD10:I49.3	2	3	Przedwczesna depolaryzacja [pobudzenie] komór
omdlenie	ICD10:R55	50	50	Omdlenie i zapaść
ból staw łokciowy	ICD10:M25.5	3	3	Ból stawu
ha ( graniczny	ICD10:I10	1	1	Nadciśnienie samoistne (pierwotne)
krótkowzroczność	ICD10:H52.1	5	5	Krótkowzroczność
przebyć operacja	ICD10:Z98	15	81	Inne stany po zabiegach chirurgicznych
wada wrodzony	ICD10:Q89.9	2	3	Wrodzona wada rozwojowa, nieokreślona
alergia	ICD10:Z91.0	33	74	Uczulenie na czynniki inne niż leki i substancje biologiczne w wywiadzie
nikotynizm	ICD10:Z72.0	43	47	Używanie tytoniu
alkohol : okazjonalnie w mały ilość	ICD10:Z72.1	7	7	Używanie alkoholu
uzależnienie inny	ICD10:Z72	27	30	Problemy związane ze stylem życia
wrodzony wada serce pod postać ubytek w przegroda międzykomorowy	ICD10:Q21.0	11	11	Ubytek przegrody międzykomorowej
drożny przewód tętniczy	ICD10:Q25.0	7	8	Drożny przewód tętniczy
napadowy migotanie przedsionek	ICD10:I48	28	28	Migotanie i trzepotanie przedsionków
drożny otwór owalny	ICD10:Q21.1	17	18	Ubytek przegrody międzyprzedsionkowej
pfo	ICD10:Q21.1	12	13	Ubytek przegrody międzyprzedsionkowej
łagodny niedomykalność zastawka mitralny	ICD10:I34.0	19	20	Niedomykalność zastawki mitralnej
trójdzielny	ICD10:I07.1	9	18	Niedomykalność zastawki trójdzielnej
częściowy strumektomii	ICD10:Z98.8	2	6	Inne określone stany po zabiegach chirurgicznych
wole guzowaty	ICD10:E04.9	2	6	Wole nietoksyczne, nieokreślone
cholecystektomii	ICD10:Z98.8	15	39	Inne określone stany po zabiegach chirurgicznych
zmiana zwyrodnieniowy kręgosłup	ICD10:M47.9	10	17	Zmiany zwyrodnieniowe kręgosłupa, nieokreślone
skolioza	ICD10:M41.9	3	5	Skolioza, nieokreślona
często powtarzać się napad migotanie przedsionek	ICD10:I48	2	2	Migotanie i trzepotanie przedsionków
napad	ICD10:I48	2	3	Migotanie i trzepotanie przedsionków
kołatanie serce w klatka piersiowy	ICD10:R00.2	3	3	
ogólny osłabienie	ICD10:R53	6	6	Złe samopoczucie i zmęczenie
zawrót głowa	ICD10:R42	26	27	Zawroty głowy i odurzenie
utrata przytomność	ICD10:R55	11	13	Omdlenie i zapaść
ból w klatka piersiowy	ICD10:R07.4	45	46	Ból w klatce piersiowej, nieokreślony
napad codziennie	ICD10:I48	1	1	Migotanie i trzepotanie przedsionków
migotanie przedsionek	ICD10:I48	5	5	Migotanie i trzepotanie przedsionków
temperatura 38-39 stopień wieczór	ICD10:R50.9	1	2	Gorączka, nieokreślona
mokry kaszel	ICD10:R05	3	3	Kaszel
ból głowa	ICD10:R51	8	8	Ból głowy
zatykanie w ucho	ICD10:H93.8	1	3	Inne określone zaburzenia ucha
guzek tarczyca	ICD10:E04.9	4	9	Wole nietoksyczne, nieokreślone
wzw	ICD10:B19	103	104	Nieokreślone wirusowe zapalenie wątroby
borelioza	ICD10:A69.2	108	109	Choroba z Lyme
gruźlica	ICD10:A15	14	14	Gruźlica układu oddechowego, potwierdzona bakteriologicznie i histologicznie
wada serce	ICD10:Q20	4	5	Wrodzone wady rozwojowe jam i połączeń sercowych
af	ICD10:I48	5	5	Migotanie i trzepotanie przedsionków
palić	ICD10:Z72.0	12	12	Używanie tytoniu
uczulenie	ICD10:Z91.0	71	138	Uczulenie na czynniki inne niż leki i substancje biologiczne w wywiadzie
typowy ból w klatka piersiowy	ICD10:R07.3	4	5	Inne bóle w klatce piersiowej
wieloogniskowe naczyniopochodny uszkodzenie mózg	ICD10:R90.0	2	6	Zmiany w przestrzeni wewnątrzczaszkowej
miażdżyca tętnica szyjny	ICD10:I70.8	6	8	Miażdżyca innych tętnic
zaćma początkowy obuoczny	ICD10:H26.9	4	6	Zaćma, nieokreślona
appendektomii	ICD10:Z98.8	9	22	Inne określone stany po zabiegach chirurgicznych
przewlekły nikotynizm	ICD10:Z72.0	6	6	Używanie tytoniu
choroba przewód pokarmowy	ICD10:K92.9	3	3	Choroba przewodu pokarmowego, nieokreślona
krewa na papier toaletowy	ICD10:K62.5	2	4	Krwawienie z odbytu i odbytnicy
wahanie wartość rr	ICD10:R03	1	3	Nieprawidłowy wynik pomiaru ciśnienia tętniczego krwi, bez rozpoznania
ha	ICD10:I10	57	57	Nadciśnienie samoistne (pierwotne)
zmniejszenie tolerancja wysiłek fizyczny	ICD10:R53	1	2	Złe samopoczucie i zmęczenie
zmęczenie	ICD10:R53	3	4	Złe samopoczucie i zmęczenie
pot przy wielki wysiłek fizyczny	ICD10:R61.1	1	1	Nadmierne pocenie uogólnione
ból w klatka piersiowy w prawy połów klatka piersiowy nasilać się podczas poruszania prawy kończyna górny i przy głęboki oddychanie	ICD10:R07.3	2	3	Inne bóle w klatce piersiowej
ból staw	ICD10:M25.5	5	5	Ból stawu
czas krewa na papier toaletowy	ICD10:K62.5	1	2	Krwawienie z odbytu i odbytnicy
zasłabnięcia	ICD10:R55	58	59	Omdlenie i zapaść
czarny stolec	ICD10:K92.1	36	36	Stolce smołowate
brunatny wymiot	ICD10:K92.0	36	36	Wymioty krwawe
choroba wrzodowy	ICD10:K27	35	35	Wrzód trawienny o nieokreślonej lokalizacji
duszność nocny	ICD10:R06.0	27	28	Duszność
obrzęk podudzie	ICD10:R22	23	24	Umiejscowiony obrzęk, guzek, guz skóry i tkanki podskórnej
kołatania serce	ICD10:R00.2	44	44	
dm	ICD10:E14	24	27	Cukrzyca nieokreślona
appendektomia	ICD10:Z98.8	4	16	Inne określone stany po zabiegach chirurgicznych
palenie tytoń : tak 5-6/dz	ICD10:Z72.0	3	3	Używanie tytoniu
inny używka	ICD10:Z72	66	69	Problemy związane ze stylem życia
tbc	ICD10:A15	40	40	Gruźlica układu oddechowego, potwierdzona bakteriologicznie i histologicznie
nadciśnienie tętniczy 2 stopień według esh/esc	ICD10:I10	1	1	Nadciśnienie samoistne (pierwotne)
angiopatia nadciśnieniowy ii stopień	ICD10:H35.0	3	3	Retinopatia nieproliferacyjna i zmiany naczyniowe siatkówki
ekstrasystolia nad- i komorowa	ICD10:I49	1	2	Inne zaburzenia rytmu serca
otyłość i stopień według who	ICD10:E66	3	4	Otyłość
miażdżyca aorta	ICD10:I70.0	11	11	Miażdżyca aorty
alkoholowy stłuszczenie wątroba	ICD10:K76.0	3	3	Stłuszczenie wątroby niesklasyfikowane gdzie indziej
hiperurykemia	ICD10:E79.0	28	29	Hiperurykemia bez objawów zapalenia stawów i obecności guzków dnawych
żylak kończyna dolny	ICD10:I83	11	17	Żylaki kończyn dolnych
niedokrwistość łagodny mikrocytarna	ICD10:D50	2	3	Niedokrwistość z niedoboru żelaza
zapalenie opona mózgowo-rdzeniowych	ICD10:G03.9	2	2	Zapalenie opon mózgowo-rdzeniowych, nieokreślone
ostry niewydolność oddechowy	ICD10:J96.0	2	3	Ostra niewydolność oddechowa
śpiączka	ICD10:R40.2	3	3	Śpiączka, nieokreślona
usunięcie	ICD10:Z98.8	6	20	Inne określone stany po zabiegach chirurgicznych
guz ślinianka przyusznej lewy	ICD10:C07	2	5	Nowotwór złośliwy ślinianki przyusznej
radioterapią	ICD10:Z51.0	3	5	Sesja radioterapii
powtórny usunięcie	ICD10:Z98.8	1	2	Inne określone stany po zabiegach chirurgicznych
tonsilektomii	ICD10:Z98.8	1	3	Inne określone stany po zabiegach chirurgicznych
kaszel	ICD10:R05	3	3	Kaszel
wahanie błogosławionej_pamięci w dom 108/70-180/90mmhg	ICD10:R03	1	3	Nieprawidłowy wynik pomiaru ciśnienia tętniczego krwi, bez rozpoznania
kołataniami serce	ICD10:R00.2	5	5	
uczucie gorąco	ICD10:R20.2	2	6	Parestezje
zaczerwienienie twarz	ICD10:R23.2	3	3	Zaczerwienienie twarzy
namiernego wzrost ha	ICD10:R03	1	3	Nieprawidłowy wynik pomiaru ciśnienia tętniczego krwi, bez rozpoznania
epizod ból w klatka piersiowy	ICD10:R07.4	3	3	Ból w klatce piersiowej, nieokreślony
napad kołatania serce	ICD10:R00.2	8	8	
duszność	ICD10:R06.0	12	12	Duszność
usunięcie migdałek	ICD10:Z98.8	1	3	Inne określone stany po zabiegach chirurgicznych
żylak prawy kończyna dolny	ICD10:I83	2	3	Żylaki kończyn dolnych
powiększenie przedsionek	ICD10:R93.4	1	1	
istotny powiększenie objętość przedsionek lewy	ICD10:R93.4	1	1	
exsv : 1069 pojedynczy przedwczesny pobudzenie przedsionkowy	ICD10:I49.1	1	2	
1 częstoskurcz z 5 pobudzenie qrs	ICD10:I47.1	1	2	Częstoskurcz nadkomorowy
pauza	ICD10:R94.3	1	1	Nieprawidłowe wyniki badań czynnościowych
w godzina dzienny : rr 103/63- 165/91mmhg śr rr : 138/80mmhg	ICD10:R03	1	2	Nieprawidłowy wynik pomiaru ciśnienia tętniczego krwi, bez rozpoznania
skrzeplina przyścienny	ICD10:I80	1	2	Zapalenie żył i zakrzepowe zapalenie żył
zastawka w ujście vsm obustronnie wydolny z fala wsteczny odpływ	ICD10:I87.2	1	2	Niewydolność żył (przewlekła) (obwodowa)
angiopathia hypertonica grupa ii	ICD10:H35.0	3	3	Retinopatia nieproliferacyjna i zmiany naczyniowe siatkówki
wrodzony wada serce pod postacia przełożenie wielki pień tętniczy	ICD10:Q20.3	3	3	Nieprawidłowe połączenia komorowo-tętnicze
ubytek w przegroda międzykomorowy	ICD10:Q21.0	19	19	Ubytek przegrody międzykomorowej
koarktacja aorta	ICD10:Q25.1	4	4	Zwężenie cieśni aorty
korekcja anatomiczny	ICD10:Z98.8	3	5	Inne określone stany po zabiegach chirurgicznych
porażenie przepona po strona prawy	ICD10:J98.6	3	3	Choroby przepony
niedobór masa ciało	ICD10:R62.8	4	7	Inne braki w porównaniu do oczekiwanego prawidłowego rozwoju fizjologicznego
niezyt żoładkowo - jelitowy	ICD10:A09	2	3	Biegunka i zapalenie żołądkowo-jelitowe o przypuszczalnie zakaźnej etiologii
izw	ICD10:I33.0	8	8	Ostre i podostre zakaźne zapalenie wsierdzia
wrodzony wada serce pod postać tetralogia fallota	ICD10:Q21.3	16	16	Tetralogia Fallota
hipoplazja tętnica płucny	ICD10:Q25.7	10	10	Inne wrodzone wady rozwojowe pnia płucnego
walwuloplastyce zastawka tętnica płucny	ICD10:Z98.8	3	9	Inne określone stany po zabiegach chirurgicznych
plastyka droga odpływ prawy komora   łatek przezpierścieniową	ICD10:Z95.8	2	6	Obecność innych implantów i przeszczepów sercowo-naczyniowych
ciasny zwężenie droga odpływ z komora prawy	ICD10:Q24.3	3	9	Wrodzone zwężenie stożka tętniczego prawej komory
plastyka droga odpływ prawy komora   łat przezpierścieniową	ICD10:Z95.8	1	3	Obecność innych implantów i przeszczepów sercowo-naczyniowych
gorączka trzydniowy	ICD10:B08.2	2	3	Rumień nagły [choroba szósta]
wada wielozastawkowa o etiologia reumatyczny : ciężki stenoza zastawka aortalny	ICD10:I06.0	2	2	Reumatyczne zwężenie aorty
z łagodny niedomykalność	ICD10:I06.1	1	1	Reumatyczna niedomykalność zastawki aortalnej
łagodna/umiarkowana stenoza zastawka mitralny z umiarkowany niedomykalność	ICD10:I05.2	1	1	Zwężenie lewego ujścia żylnego z niedomykalnością
zwężenie zastawka trójdzielny z umiarkowaną/ciężką niedomykalność	ICD10:I07.2	1	1	Zwężenie zastawki trójdzielnej z niedomykalnością
pośredni   prawdopodobieństwo łagodny hp	ICD10:I27.0	2	3	Pierwotne nadciśnienie płucne
obniżyć funkcja skurczowy prawy komora	ICD10:I50.0	1	3	Niewydolność serca zastoinowa
niewydolność serce	ICD10:I50	12	20	Niewydolność serca
ii klasa według nyha	ICD10:I50	7	10	Niewydolność serca
z zachować frakcja wyrzutowy	ICD10:I50.9	2	4	Niewydolność serca, nieokreślona
utrwalić migotanie przedsionek	ICD10:I48	8	8	Migotanie i trzepotanie przedsionków
pauza do 359s	ICD10:R94.3	1	3	Nieprawidłowe wyniki badań czynnościowych
pojedynczy pobudzenie komorowy	ICD10:I49.3	17	17	Przedwczesna depolaryzacja [pobudzenie] komór
choroba niedokrwienny serce	ICD10:I20.9	25	39	Choroba niedokrwienna serca, nieokreślona
dusznica bolesny stabilny	ICD10:I20.8	5	12	Inne postacie choroby niedokrwiennej serca
cukrzyca typ 2	ICD10:E11	54	54	Cukrzyca insulinoniezależna
hiperlipidemi mieszany	ICD10:E78.2	3	3	Hiperlipidemia mieszana
plastyka	ICD10:Z98.8	4	8	Inne określone stany po zabiegach chirurgicznych
przepuklina pachwinowy obustronny	ICD10:K40.2	4	6	Obustronna przepuklina pachwinowa, bez niedrożności lub zgorzeli
tonsillektomii	ICD10:Z98.8	1	4	Inne określone stany po zabiegach chirurgicznych
złożyć wada reumatyczny zastawka aortalny	ICD10:I06	1	3	Choroby reumatyczne zastawki aortalnej
mitralny	ICD10:I34.0	2	6	Niedomykalność zastawki mitralnej
choroba wieńcowy	ICD10:I20.9	7	10	Choroba niedokrwienna serca, nieokreślona
lada 30 %	ICD10:R93.4	1	3	
idg 70 %	ICD10:R93.4	1	3	
umiarkowany zwężenie zastawka mitralny	ICD10:I34.2	1	2	Niereumatyczne zwężenie zastawki mitralnej
umiarkowany niedomykalność	ICD10:I34.0	3	6	Niedomykalność zastawki mitralnej
zwężenie zastawka aortalny	ICD10:I35.0	1	1	Zwężenie zastawki aortalnej
śladowy niedomykalność	ICD10:I35.1	4	4	Niedomykalność zastawki aortalnej
złożyć wada zastawka trójdzielny z niedomykalność iv stopień	ICD10:I36.1	1	1	Niereumatyczna niedomykalność zastawki trójdzielnej
istotny wada trójdzielny	ICD10:I36.9	1	3	Niereumatyczne zaburzenia funkcji zastawki trójdzielnej, nieokreślone
wysoki ciśnienie w tętnica płucny	ICD10:R94.3	1	3	Nieprawidłowe wyniki badań czynnościowych
wyłyżeczkowanie jama macica	ICD10:Z98.8	1	3	Inne określone stany po zabiegach chirurgicznych
nikotynizm - " paczek na 3 dzień "	ICD10:Z72.0	2	2	Używanie tytoniu
wrodzony wada serce pod postać hipoplazja zastawka aortalny	ICD10:Q23.8	6	6	Inne wrodzone wady rozwojowe zastawki aortalnej i zastawki mitralnej
zstępować część łuk	ICD10:Q25.4	2	3	Inne wrodzone wady rozwojowe aorty
zespół shone ' a	ICD10:Q23.8	3	4	Inne wrodzone wady rozwojowe zastawki aortalnej i zastawki mitralnej
cecha fibroelastozy	ICD10:I42.4	2	2	Zwłóknienie sprężyste wsierdzia
przerost	ICD10:I42.2	2	2	Inne kardiomiopatie przerostowe
miernie hipoplastycznej komora lewy	ICD10:Q23.4	2	2	Zespół niedorozwoju lewej części serca
kardiomiopatia przerostowy	ICD10:I42.2	11	11	Inne kardiomiopatie przerostowe
hipoplazja i zwężenie zastawka mitralny	ICD10:Q23	2	2	Wrodzone wady rozwojowe zastawki aortalnej i zastawki mitralnej
łojotokowy zapalenie skóra	ICD10:L21	2	3	Łojotokowe zapalenie skóry
norowirusowe zapalenie jelito	ICD10:A08.1	1	3	Ostra gastroenteropatia wywołana przez wirus Norwalk
bradykardia	ICD10:R00.1	6	6	Bradykardia, nieokreślona
blok przedsionkowo-komorowy igo stopień	ICD10:I44.0	3	3	Blok przedsionkowo-komorowy pierwszego stopnia
epizod blok przedsionkowo-komorowego iigo stopień	ICD10:I44.1	3	3	Blok przedsionkowo-komorowy drugiego stopnia
wrodzony wada serce pod postać przełożenie wielki naczynie	ICD10:Q20.3	4	4	Nieprawidłowe połączenia komorowo-tętnicze
operacja korekcja anatomiczny	ICD10:Z98.8	1	4	Inne określone stany po zabiegach chirurgicznych
nieprawidłowy obraza wsierdzie przegroda lewy komora	ICD10:R93.4	1	3	
tga	ICD10:Q20.3	5	6	Nieprawidłowe połączenia komorowo-tętnicze
przyrost masa ciało > 2 kilogram	ICD10:R63.5	2	2	Nieprawidłowy przyrost masy ciała
przewlekły niewydolność serce	ICD10:I50.9	15	23	Niewydolność serca, nieokreślona
iii ’ - > ii/iii ’ według nyha	ICD10:I50	2	3	Niewydolność serca
dysfunkcja rozkurczowy lewy komora serce	ICD10:I50.1	5	13	
choroba mostek mięśniowy	ICD10:I20.8	5	6	Inne postacie choroby niedokrwiennej serca
umiarkowany niedomykalność zastawka aortalny	ICD10:I35.1	3	3	Niedomykalność zastawki aortalnej
łagodny niedomykalność zastawka trójdzielny	ICD10:I07.1	11	19	Niedomykalność zastawki trójdzielnej
ekstrasystolia przedsionkowy	ICD10:I49.1	6	6	
retinopatia cukrzycowy	ICD10:H36.0*	10	15	Retinopatia cukrzycowa (E10–E14† ze wspólnym czwartym znakiem kodu .3)
cukrzycowy choroba nerki	ICD10:N08.3*	4	6	Zaburzenia kłębuszków nerkowych w cukrzycy (E10–E14† ze wspólnym czwartym znakiem kodu .2)
miażdżyca	ICD10:I70	4	5	Miażdżyca
niedokrwistość normocytrana	ICD10:D64.9	2	3	Niedokrwistość, nieokreślona
zaburzenie hormon tarczyca	ICD10:E07.9	2	4	Choroby tarczycy, nieokreślone
łagodny dysplazja szyjka macica	ICD10:N87.0	10	15	Łagodna dysplazja szyjkowa
zmiana śródmiąższowy płuco o charakter " mleczny szyba "	ICD10:R91	9	15	Nieprawidłowe wyniki diagnostycznych badań obrazowych płuc
przewlekły niewydolność serce z zachować frakcja wyrzutowy	ICD10:I50.9	6	10	Niewydolność serca, nieokreślona
ii/iii klasa według nyha	ICD10:I50	2	6	Niewydolność serca
przewlekły choroba niedokrwienny serce - choroba mostek mięśniowy	ICD10:I25.8	3	6	Inne postacie przewlekłej choroby niedokrwiennej serca
niedomykalność ii stopień z łagodny stenozą zastawka aortalny	ICD10:I35.2	1	1	Zwężenie zastawki aortalnej z niedomykalnością
niedomykalność zastawka trójdzielny i/ii stopień	ICD10:I36.1	2	3	Niereumatyczna niedomykalność zastawki trójdzielnej
niedomykalność zastawka mitralny i stopień	ICD10:I34.0	4	4	Niedomykalność zastawki mitralnej
nadkomorowe zaburzenie rytm serce	ICD10:I49.1	20	21	
przewlekły choroba nerki w stadium g3a według kdigo	ICD10:N18.8	2	3	Inna przewlekła niewydolność nerek
niedokrwistość choroba przewlekły	ICD10:D63*	1	3	Niedokrwistość w przebiegu chorób przewlekłych sklasyfikowanych gdzie indziej
małopłytkowość	ICD10:D69.6	12	12	Małopłytkowość, nieokreślona
miażdżyca uogólnić	ICD10:I70.9	8	8	Miażdżyca uogólniona i nieokreślona
zgagi	ICD10:R12	3	3	Zgaga
wzrost waga o ponad 2 kilogram w ciąg 3 dzień	ICD10:R63.5	1	1	Nieprawidłowy przyrost masy ciała
obrzęk	ICD10:R22	3	7	Umiejscowiony obrzęk, guzek, guz skóry i tkanki podskórnej
iii klasa według nyha	ICD10:I50	3	4	Niewydolność serca
wada serce pod postać umiarkowany niedomykalność zastawka aortalny	ICD10:I35.1	6	6	Niedomykalność zastawki aortalnej
nadkomorowe zaburzenie rytm serce pod postać dodatkowy pobudzenie przedwczesny	ICD10:I49.1	6	6	
przewlekły choroba nerki w 3 stadium według nkf	ICD10:N18.8	4	6	Inna przewlekła niewydolność nerek
niedokrwistość umiarkowany normocytarna	ICD10:D64.9	4	6	Niedokrwistość, nieokreślona
śródmiąższowy choroba płuco	ICD10:J84.9	2	3	Choroba tkanki śródmiąższowej płuc, nieokreślona
znaczny pogorszenie tolerancja wysiłek	ICD10:R53	3	4	Złe samopoczucie i zmęczenie
duszność wysiłkowy	ICD10:R06.0	9	9	Duszność
znaczny obrzęk kończyna dolny	ICD10:R22	2	3	Umiejscowiony obrzęk, guzek, guz skóry i tkanki podskórnej
ból zamostkowe zależny od wysiłek   ustępować w trakt spoczynek po kilka minuta	ICD10:R07.2	2	3	Ból w okolicy przedsercowej
oporny nadciśnienie tętniczy	ICD10:I10	3	3	Nadciśnienie samoistne (pierwotne)
izolować dysfunkcja rozkurczowy lewy komora serce	ICD10:R94.3	2	4	Nieprawidłowe wyniki badań czynnościowych
niedokrwistość	ICD10:D64.9	14	14	Niedokrwistość, nieokreślona
przebyć   operacja	ICD10:Z98.8	2	8	Inne określone stany po zabiegach chirurgicznych
ginekologiczny	ICD10:Z98.8	1	1	Inne określone stany po zabiegach chirurgicznych
operacja okulistyczny	ICD10:Z98.8	1	3	Inne określone stany po zabiegach chirurgicznych
palenie tytoń	ICD10:Z72.0	76	76	Używanie tytoniu
uzależnienie   inny	ICD10:Z72	6	6	Problemy związane ze stylem życia
alkohol	ICD10:Z72.1	23	23	Używanie alkoholu
obniżonej   tolerancja   wysiłek	ICD10:R53	3	4	Złe samopoczucie i zmęczenie
obrzęk   kończyna   dolny	ICD10:R22	4	5	Umiejscowiony obrzęk, guzek, guz skóry i tkanki podskórnej
okresowo   występować   ból   za   mostek   o   charakter    rozpierania	ICD10:R07.2	1	1	Ból w okolicy przedsercowej
choroba   niedokrwienny   serce	ICD10:I20.9	1	3	Choroba niedokrwienna serca, nieokreślona
cukrzyca t2	ICD10:E11	12	12	Cukrzyca insulinoniezależna
operacja   pęcherzyk   żółciowy	ICD10:Z98.8	1	3	Inne określone stany po zabiegach chirurgicznych
nasilenie cecha chf prawo i lewokomorowej	ICD10:I50	2	2	Niewydolność serca
olbrzymi obrzęk kk dolny	ICD10:R22.4	1	1	Zlokalizowany obrzęk, guz i guzek w obrębie kończyny dolnej
skóra brzucho	ICD10:R22.2	1	1	Zlokalizowany obrzęk, guz i guzek w obrębie tułowia
nie przyjmować	ICD10:Z91.1	1	10	Niestosowanie się do zaleceń i dyscypliny leczniczej w wywiadzie
chory praktycznie wrócić do lek sprzed poprzedni hospitalizacja w tutejszy klinika	ICD10:Z91.1	1	1	Niestosowanie się do zaleceń i dyscypliny leczniczej w wywiadzie
wydawać się że chory nie stosować się do zalecenie lekarski	ICD10:Z91.1	1	1	Niestosowanie się do zaleceń i dyscypliny leczniczej w wywiadzie
