Ciąża obumarła	C0000814	Disease or Syndrome
Poronienie septyczne	C0000817	Pathologic Function
Poronienie ze wskazań leczniczych	C0000820	Therapeutic or Preventive Procedure
Poronienie terapeutyczne	C0000820	Therapeutic or Preventive Procedure
Poronienie wywołane ze wskazań zdrowotnych	C0000820	Therapeutic or Preventive Procedure
Poronienie zagrażające	C0000821	Pathologic Function
Poronienie u zwierząt	C0000823	Disease or Syndrome
Odreagowanie	C0000828	Mental Process
Abryna	C0000829	Biologically Active Substance
Odklejenie się łożyska	C0000832	Pathologic Function
Przedwczesne odklejenie się łożyska	C0000832	Pathologic Function
Ropień	C0000833	Disease or Syndrome
Kwas abscysynowy	C0000843	Biologically Active Substance
Absencja	C0000849	Individual Behavior
Absencja chorobowa	C0000849	Individual Behavior
Uchylanie się od pracy	C0000849	Individual Behavior
Absidia	C0000850	Fungus
Absorpcjometria fotonowa	C0000853	Diagnostic Procedure
Streszczanie i indeksowanie	C0000858	Occupational Activity
Streszczenie	C0000858	Occupational Activity
Filary protetyczne	C0000866	Medical Device
Zęby filarowe	C0000866	Medical Device
Zęby oporowe	C0000866	Medical Device
Akacja	C0000869	Plant
Akademickie ośrodki medyczne	C0000872	Health Care Related Organization
Akademickie centra medyczne	C0000872	Health Care Related Organization
Uniwersyteckie ośrodki medyczne	C0000872	Health Care Related Organization
Akademie i instytuty	C0000877	Organization
Instytuty badawcze	C0000877	Organization
Acanthamoeba	C0000879	Eukaryote
Zapalenie rogówki pełzakowe	C0000880	Disease or Syndrome
Zapalenie rogówki wywołane Acanthamoeba	C0000880	Disease or Syndrome
Kolcogłowy	C0000881	Eukaryote
Cierniogłowy	C0000881	Eukaryote
Akantocyty	C0000886	Cell
Akantoliza	C0000887	Pathologic Function
Rogowacenie ciemne	C0000889	Disease or Syndrome
Acari	C0000890	Eukaryote
Przyspieszenie	C0000894	Phenomenon or Process
Akceleracja	C0000894	Phenomenon or Process
Nerw dodatkowy	C0000905	Body Part, Organ, or Organ Component
Nerw XI	C0000905	Body Part, Organ, or Organ Component
Zapobieganie wypadkom	C0000918	Therapeutic or Preventive Procedure
Skłonność do ulegania wypadkom	C0000919	Individual Behavior
Podatność na wypadki	C0000919	Individual Behavior
Wiktymogenność	C0000919	Individual Behavior
Upadki	C0000921	Injury or Poisoning
Nieszczęśliwe upadki	C0000921	Injury or Poisoning
Wypadki	C0000924	Phenomenon or Process
Wypadki lotnicze	C0000928	Event
Wypadki w domu	C0000929	Phenomenon or Process
Wypadki przy pracy	C0000931	Phenomenon or Process
Wypadki drogowe	C0000932	Injury or Poisoning
Aklimatyzacja	C0000934	Organism Function
Akomodacja	C0000936	Organ or Tissue Function
Akomodacja oka	C0000936	Organ or Tissue Function
Nastawność oka	C0000936	Organ or Tissue Function
Księgowość	C0000938	Occupational Activity
Rachunkowość	C0000938	Occupational Activity
Należności i zobowiązania	C0000940	Quantitative Concept
Akredytacja	C0000941	Governmental or Regulatory Activity
Metoda akredytacji	C0000941	Governmental or Regulatory Activity
Adaptacja kulturowa	C0000943	Social Behavior
Asymilacja kulturowa	C0000943	Social Behavior
Akulturacja	C0000943	Social Behavior
Acebutolol	C0000946	Pharmacologic Substance
Acedapson	C0000949	Pharmacologic Substance
Acenaftenu pochodne	C0000954	Indicator, Reagent, or Diagnostic Aid
Acenokumarol	C0000956	Pharmacologic Substance
Acepromazyna	C0000959	Pharmacologic Substance
Acetabularia	C0000961	Plant
Panewka	C0000962	Body Part, Organ, or Organ Component
Aldehyd octowy	C0000966	Organic Chemical
Etanal	C0000966	Organic Chemical
Acetale	C0000967	Organic Chemical
Acetamidu pochodne	C0000968	Organic Chemical
Paracetamol	C0000970	Pharmacologic Substance
Acetaminofen	C0000970	Pharmacologic Substance
Acetanilidu pochodne	C0000974	Organic Chemical
Kinaza octanowa	C0000977	Enzyme
Acetokinaza	C0000977	Enzyme
Octany	C0000979	Pharmacologic Substance
Estry kwasu octowego	C0000979	Pharmacologic Substance
Kwasu octowego pochodne	C0000979	Pharmacologic Substance
Acetazolamid	C0000981	Pharmacologic Substance
Diamoks	C0000981	Pharmacologic Substance
Kwas octowy	C0000983	Indicator, Reagent, or Diagnostic Aid
Ocet	C0000983	Indicator, Reagent, or Diagnostic Aid
Bezwodniki kwasu octowego	C0000987	Indicator, Reagent, or Diagnostic Aid
Acetylooctany	C0000988	Organic Chemical
Acetobacter	C0000990	Bacterium
Acetoheksamid	C0000992	Pharmacologic Substance
Dymelor	C0000992	Pharmacologic Substance
Acetoina	C0000996	Biologically Active Substance
Metyloacetylokarbinol	C0000996	Biologically Active Substance
Dehydrogenaza acetoinowa	C0000997	Enzyme
Reduktaza dwuacetylowa	C0000997	Enzyme
Syntaza acetomleczanu	C0000999	Enzyme
Aceton	C0001002	Pharmacologic Substance
Acetonitrylu pochodne	C0001004	Organic Chemical
Acetofenonu pochodne	C0001006	Organic Chemical
Acetoksyacetyloaminofluoren	C0001011	Hazardous or Poisonous Substance
Kwas acetrizoowy	C0001017	Indicator, Reagent, or Diagnostic Aid
Acetylotransferaza C acetylo-CoA	C0001019	Enzyme
Acetylotransferaza acetylo-coA	C0001019	Enzyme
Acylotransferaza C acetylo-CoA	C0001021	Enzyme
C-acylotransferaza acetylo coa	C0001021	Enzyme
Karboksylaza acetylo-CoA	C0001022	Enzyme
Hydrolaza acetylo-CoA	C0001024	Enzyme
Acetylo-koenzym A	C0001026	Biologically Active Substance
Ligaza acetylo-CoA	C0001028	Enzyme
Syntetaza acetylo-coa	C0001028	Enzyme
Acetylacja	C0001038	Molecular Function
Acetylokarnityna	C0001040	Vitamin
Acetylocholina	C0001041	Biologically Active Substance
Acetylocholinoesteraza	C0001044	Enzyme
Cholinoesteraza właściwa	C0001044	Enzyme
Acetylocysteina	C0001047	Pharmacologic Substance
Acetylodigitoksyny	C0001049	Pharmacologic Substance
Acetylodigoksyny	C0001050	Pharmacologic Substance
Acetylen	C0001052	Organic Chemical
Etyn	C0001052	Organic Chemical
Acetyloesteraza	C0001053	Enzyme
Acetylaza	C0001053	Enzyme
Acetylogalaktozoamina	C0001055	Biologically Active Substance
Acetyloglukozoamina	C0001056	Pharmacologic Substance
Acetyloglukozaminidaza	C0001057	Enzyme
Acetylomuramylo-alanylo-izoglutamina	C0001060	Immunologic Factor
Acekainid	C0001061	Pharmacologic Substance
Acetyloprokainamid	C0001061	Pharmacologic Substance
Acetyloserotonino-O-metylotransferaza	C0001064	Enzyme
Acetylotiocholina	C0001066	Pharmacologic Substance
Acetylotransferazy	C0001068	Enzyme
Osiągnięcia	C0001072	Behavior
Potrzeba osiągania	C0001072	Behavior
Ścięgno Achillesa	C0001074	Body Part, Organ, or Organ Component
Ścięgno piętowe	C0001074	Body Part, Organ, or Organ Component
Bezkwaśność	C0001075	Pathologic Function
Bezsoczność	C0001075	Pathologic Function
Bezkwas	C0001075	Pathologic Function
Acholeplasma	C0001076	Bacterium
Acholeplasma laidlawii	C0001077	Bacterium
Acholeplasmataceae	C0001078	Bacterium
Achondroplazja	C0001080	Congenital Abnormality
Achromobacter	C0001084	Bacterium
Wytrawienie zęba kwasem	C0001100	Therapeutic or Preventive Procedure
Fosfataza kwaśna	C0001109	Enzyme
Deszcz kwaśny	C0001111	Hazardous or Poisonous Substance
Kwaśne deszcze	C0001111	Hazardous or Poisonous Substance
Opad kwaśny	C0001111	Hazardous or Poisonous Substance
Kwaśny deszcz	C0001111	Hazardous or Poisonous Substance
Równowaga kwasowo-zasadowa	C0001117	Physiologic Function
Zaburzenia równowagi kwasowo-zasadowej	C0001118	Finding
Kwasica	C0001122	Pathologic Function
Kwasica mleczanowa	C0001125	Disease or Syndrome
Kwasica nerkowa kanalikowa	C0001126	Disease or Syndrome
Kwasica kanalikowa	C0001126	Disease or Syndrome
Kwasica oddechowa	C0001127	Disease or Syndrome
Kwasy	C0001128	Chemical
Kwasy alifatyczne	C0001129	Organic Chemical
Aldokwasy	C0001130	Organic Chemical
Kwasy karboksylowe cykliczne	C0001131	Organic Chemical
Kwasy heterocykliczne	C0001132	Organic Chemical
Kwasy niekarboksylowe	C0001133	Inorganic Chemical
Fosforan fluoru kwaśny	C0001134	Inorganic Chemical
Acinetobacter	C0001138	Bacterium
Zakażenia Acinetobacter	C0001139	Disease or Syndrome
Aklarubicyna	C0001143	Antibiotic
Trądzik pospolity	C0001144	Disease or Syndrome
Trądzik	C0001144	Disease or Syndrome
Trądzik bliznowcowy	C0001145	Disease or Syndrome
Hydrataza akonitanowa	C0001156	Enzyme
Akonitaza	C0001156	Enzyme
Kwas akonitynowy	C0001158	Biologically Active Substance
Akonityna	C0001159	Pharmacologic Substance
Audiometria impedancyjna	C0001161	Diagnostic Procedure
Audiometria opornościowa	C0001161	Diagnostic Procedure
Nerw przedsionkowo-ślimakowy	C0001162	Body Part, Organ, or Organ Component
Nerw VIII	C0001162	Body Part, Organ, or Organ Component
Nerw słuchowy	C0001162	Body Part, Organ, or Organ Component
Choroby nerwu przedsionkowo-ślimakowego	C0001163	Disease or Syndrome
Choroby nerwu VIII	C0001163	Disease or Syndrome
Choroby nerwu słuchowego	C0001163	Disease or Syndrome
Stymulacja akustyczna	C0001164	Therapeutic or Preventive Procedure
Akustyka	C0001166	Natural Phenomenon or Process
AIDS	C0001175	Disease or Syndrome
SIDA	C0001175	Disease or Syndrome
Zespół nabytego upośledzenia odporności	C0001175	Disease or Syndrome
Zespół nabytego braku odporności	C0001175	Disease or Syndrome
Acremonium	C0001180	Fungus
Oranż akrydynowy	C0001185	Indicator, Reagent, or Diagnostic Aid
Akrydyny pochodne	C0001186	Organic Chemical
Trypaflawina	C0001187	Indicator, Reagent, or Diagnostic Aid
Akryflawina	C0001187	Indicator, Reagent, or Diagnostic Aid
Zapalenie skóry kończyn zanikowe	C0001197	Disease or Syndrome
Akrodynia	C0001198	Injury or Poisoning
Choroba Feera	C0001198	Injury or Poisoning
Choroba Swifta	C0001198	Injury or Poisoning
Choroba różowa	C0001198	Injury or Poisoning
Akroleina	C0001204	Indicator, Reagent, or Diagnostic Aid
Akromegalia	C0001206	Disease or Syndrome
Somatotropowa nadczynność przysadki	C0001206	Disease or Syndrome
Staw barkowo-obojczykowy	C0001208	Body Space or Junction
Wyrostek barkowy	C0001209	Body Part, Organ, or Organ Component
Akronina	C0001210	Pharmacologic Substance
Akrosyn	C0001214	Enzyme
Akrosom	C0001216	Cell Component
Amidy kwasu akrylowego	C0001218	Organic Chemical
Akrylany	C0001219	Organic Chemical
Żywice akrylowe	C0001222	Biomedical or Dental Material
Akrylonitryl	C0001223	Hazardous or Poisonous Substance
Zespół ektopowego ACTH	C0001231	Disease or Syndrome
Solcoseryl	C0001237	Biologically Active Substance
Actihaemyl	C0001237	Biologically Active Substance
Solkoseryl	C0001237	Biologically Active Substance
Acting out	C0001241	Individual Behavior
Agresja skierowana na innych	C0001241	Individual Behavior
Wybuch-psychologia	C0001241	Individual Behavior
Zachowania wybuchowe	C0001241	Individual Behavior
Wyładowanie się	C0001241	Individual Behavior
Odreagowanie zewnętrzne	C0001241	Individual Behavior
Zachowanie acting out	C0001241	Individual Behavior
Aktynina	C0001245	Biologically Active Substance
Aktyn	C0001246	Element, Ion, or Isotope
Aktynobacyloza	C0001247	Disease or Syndrome
Actinobacillus	C0001248	Bacterium
Zakażenia pałeczką Actinobacillus	C0001249	Disease or Syndrome
Actinomyces	C0001250	Bacterium
Promieniowce	C0001250	Bacterium
Actinomycetaceae	C0001253	Bacterium
Actinomycetales	C0001254	Bacterium
Zakażenia Actinomycetales	C0001255	Disease or Syndrome
Promienica	C0001261	Disease or Syndrome
Aktynomykoza	C0001261	Disease or Syndrome
Promienica twarzowo-szyjna	C0001264	Disease or Syndrome
Spektynomycyna	C0001268	Antibiotic
Trobicyna	C0001268	Antibiotic
Aktynspektacyna	C0001268	Antibiotic
Aktyny	C0001271	Biologically Active Substance
Potencjały czynnościowe	C0001272	Cell Function
Analiza aktywacyjna	C0001282	Laboratory Procedure
Aktywatory ortodontyczne	C0001283	Medical Device
Czynnościowe aparaty blokowe	C0001283	Medical Device
Aparat Andresena	C0001283	Medical Device
Aparaty blokowe	C0001283	Medical Device
Impulsator	C0001283	Medical Device
Bionator	C0001283	Medical Device
Monoblok	C0001283	Medical Device
Aktywujące aparaty ortodontyczne	C0001283	Medical Device
Eutanazja aktywna	C0001285	Activity
Czynności życia codziennego	C0001288	Daily or Recreational Activity
ADL	C0001288	Daily or Recreational Activity
Funkcjonowanie codzienne	C0001288	Daily or Recreational Activity
Cykle aktywności	C0001289	Temporal Concept
Rytmy sezonowe	C0001289	Temporal Concept
Aktomiozyna	C0001291	Biologically Active Substance
Analiza aktuarialna	C0001296	Occupational Activity
Akupunktura	C0001299	Biomedical Occupation or Discipline
Analgezja akupunkturą	C0001300	Therapeutic or Preventive Procedure
Punkty akupunkturowe	C0001302	Body Location or Region
Choroba ostra	C0001314	Disease or Syndrome
Białka ostrej fazy	C0001347	Biologically Active Substance
APP	C0001347	Biologically Active Substance
Reakcja ostrej fazy	C0001349	Pathologic Function
Martwica wątroby masywna	C0001364	Pathologic Function
Masywna martwica wątroby	C0001364	Pathologic Function
Nekroza wątroby masywna	C0001364	Pathologic Function
Acyklowir	C0001367	Pharmacologic Substance
Acyklognanozyna	C0001367	Pharmacologic Substance
Białko ACP	C0001369	Biologically Active Substance
Proteina przenosząca acyl	C0001369	Biologically Active Substance
Białkowy nośnik grup acylowych	C0001369	Biologically Active Substance
Białko przenoszące grupy acylowe	C0001369	Biologically Active Substance
Białko przenoszące reszty acylowe	C0001369	Biologically Active Substance
Acylo-koenzym A	C0001374	Biologically Active Substance
Acylowanie	C0001383	Natural Phenomenon or Process
Cytydylilotransferaza N-acyloneuraminowa	C0001388	Enzyme
Cytydylilotransferaza acyloneuraminowa	C0001388	Enzyme
Acylotransferazy	C0001390	Enzyme
Adamantan	C0001392	Organic Chemical
Zespół Morgagniego-Adamsa-Stokesa	C0001396	Disease or Syndrome
Napady MAS	C0001396	Disease or Syndrome
Zespół MAS	C0001396	Disease or Syndrome
Adaptacja biologiczna	C0001398	Natural Phenomenon or Process
Adaptacja oka	C0001399	Organ or Tissue Function
Adaptacja fizjologiczna	C0001400	Organism Function
Choroba Addisona	C0001403	Disease or Syndrome
Cisawica	C0001403	Disease or Syndrome
Pierwotna przewlekła niedoczynność kory nadnerczy	C0001403	Disease or Syndrome
Adenina	C0001407	Biologically Active Substance
Translokazy ATP mitochondrialnego ADP	C0001412	Biologically Active Substance
Nukleotydy adeninowe	C0001413	Biologically Active Substance
Fosforybozylotransferaza adeninowa	C0001414	Enzyme
Dependovirus	C0001417	Virus
Wirusy-satelici adenowirusów	C0001417	Virus
Gruczolakorak	C0001418	Neoplastic Process
Gruczolakorak brodawkowaty	C0001420	Neoplastic Process
Rak gruczołowy brodawczakowaty	C0001420	Neoplastic Process
Gruczolakowłókniak	C0001422	Neoplastic Process
Adenoidektomia	C0001425	Therapeutic or Preventive Procedure
Adenotomia	C0001425	Therapeutic or Preventive Procedure
Usunięcie migdałka gardłowego	C0001425	Therapeutic or Preventive Procedure
Wycięcie migdałka gardłowego	C0001425	Therapeutic or Preventive Procedure
Wycięcie wyrośli adenoidalnych	C0001425	Therapeutic or Preventive Procedure
Migdałek gardłowy	C0001428	Body Part, Organ, or Organ Component
Gruczolak limfatyczny	C0001429	Neoplastic Process
Guz Warthina	C0001429	Neoplastic Process
Gruczolakochłoniak	C0001429	Neoplastic Process
Gruczolak	C0001430	Neoplastic Process
Gruczolak beleczkowaty	C0001430	Neoplastic Process
Gruczolak zasadochłonny	C0001431	Neoplastic Process
Gruczolak barwnikooporny	C0001432	Neoplastic Process
Gruczolak chromofobowy	C0001432	Neoplastic Process
Gruczolak kwasochłonny	C0001433	Neoplastic Process
Gruczolakomięsak	C0001442	Neoplastic Process
Adenozyna	C0001443	Biologically Active Substance
Receptor adenozynowy A1	C0001451	Receptor
Receptory adenozynowe A2	C0001452	Receptor
Adenozynomonofosforan cykliczny	C0001455	Biologically Active Substance
AMP cykliczny	C0001455	Biologically Active Substance
Deaminaza adenozynowa	C0001457	Enzyme
Aminohydrolaza adenozyny	C0001457	Enzyme
ADA	C0001457	Enzyme
Adenozynodifosforan	C0001459	Biologically Active Substance
Difosforan adenozyny	C0001459	Biologically Active Substance
ADP	C0001459	Biologically Active Substance
Adenozynodwufosforan	C0001459	Biologically Active Substance
Adenozynodifosforan glukozy	C0001460	Biologically Active Substance
ADPG	C0001460	Biologically Active Substance
Glukozodifosforan adenozyny	C0001460	Biologically Active Substance
ADP-Glc	C0001460	Biologically Active Substance
Adenozynodifosforyboza	C0001461	Biologically Active Substance
